順位,名前,点数
2225,森トラスト総合リート投資法人　投資証券,66
2226,ユーシン精機,60
2227,細田工務店,60
2228,内外テック,64
2229,ジャストシステム,38
2230,川岸工業,98
2231,京写,78
2232,アクシーズ,78
2233,ゼニス羽田ホールディングス,52
2234,アークランドサービス,87
2235,ヒガシトゥエンティワン,35
2236,大丸エナウィン,50
2237,ＣＩＪ,1
2238,ダイニチ工業,55
2239,ニッセイ,27
2240,マイスターエンジニアリング,55
2241,日東エフシー,35
2242,ケイティケイ,108
2243,ナイガイ,35
2244,アドヴァン,35
2245,山喜,66
2246,音通,70
2247,フロイント産業,61
2248,ＫＩＭＯＴＯ,10
2249,鳥取銀行,100
2250,よみうりランド,98
2251,ゲンダイエージェンシー,53
2252,安楽亭,106
2253,ライドオン・エクスプレス,65
2254,カワタ,66
2255,アジアグロースキャピタル,68
2256,ケネディクス・オフィス投資法人　投資証券,61
2257,札幌臨床検査センター,76
2258,日置電機,115
2259,イーレックス,110
2260,ジェーシー・コムサ,55
2261,日本駐車場開発,72
2262,自重堂,40
2263,北沢産業,51
2264,ハピネス・アンド・ディ,50
2265,東京特殊電線,85
2266,光村印刷,87
2267,アスモ,10
2268,リンコーコーポレーション,94
2269,東京鋼鐵,87
2270,フジオーゼックス,65
2271,東祥,51
2272,東洋合成工業,54
2273,ＪＣＲファーマ,7
2274,ハードオフコーポレーション,80
2275,タビオ,26
2276,インタースペース,66
2277,共同紙販ホールディングス,69
2278,アイエックス・ナレッジ,80
2279,ダルトン,82
2280,市進ホールディングス,55
2281,日本アンテナ,70
2282,古林紙工,112
2283,中北製作所,79
2284,ニュートン・フィナンシャル・コンサルティ,64
2285,国際計測器,85
2286,ＮＣＳ＆Ａ,1
2287,くろがねや,110
2288,ニホンフラッシュ,62
2289,川重冷熱工業,73
2290,本多通信工業,67
2291,新星堂,41
2292,ワイエイシイ,40
2293,プロスペクト,88
2294,ユニデンホールディングス,59
2295,いであ,36
2296,日東製網,36
2297,野崎印刷紙業,58
2298,ＡＧＳ,1
2299,フジプレアム,46
2300,夢真ホールディングス,67
2301,ブイ・テクノロジー,78
2302,ブルドックソース,95
2303,キーウェアソリューションズ,77
2304,曽田香料,98
2305,東海染工,91
2306,阿波製紙,30
2307,エスケーアイ,56
2308,日本商業開発,79
2309,冨士ダイス,38
2310,アルテック,122
2311,エヌアイデイ,33
2312,サンユウ,20
2313,日本伸銅,76
2314,ペガサスミシン製造,53
2315,川辺,83
2316,ジョリーパスタ,92
2317,ナガイレーベン,65
2318,ピクセルカンパニーズ,74
2319,オーイズミ,32
2320,ＳＨＯ－ＢＩ,1
2321,中央自動車工業,59
2322,シイエム・シイ,38
2323,ゴルフダイジェスト・オンライン,70
2324,愛眼,20
2325,日本アコモデーションファンド投資法人　投,68
2326,西部電機,113
2327,東邦レマック,87
2328,仙波糖化工業,82
2329,ヤマト・インダストリー,48
2330,水道機工,100
2331,宮崎太陽銀行,76
2332,エイチーム,28
2333,フロンティア不動産投資法人　投資証券,67
2334,乾汽船,61
2335,工藤建設,102
2336,エス・ディー・エス　バイオテック,43
2337,尾張精機,93
2338,東京個別指導学院,76
2339,石原ケミカル,85
2340,総合商研,65
2341,大森屋,58
2342,ホクリヨウ,106
2343,ニッコー,82
2344,マルコ,166
2345,ヤマックス,56
2346,テンアライド,65
2347,共和電業,66
2348,イーグランド,71
2349,オオバ,46
2350,サイバネットシステム,40
2351,サンメッセ,38
2352,アイ・ケイ・ケイ,100
2353,東京テアトル,84
2354,東北銀行,93
2355,南海プライウッド,88
2356,ノバレーゼ,70
2357,レーザーテック,112
2358,大和ハウス・レジデンシャル投資法人　投資,68
2359,トーアミ,27
2360,オーミケンシ,70
2361,東洋証券,60
2362,フォーカスシステムズ,48
2363,エス・エム・エス,33
2364,ＶＯＹＡＧＥ　ＧＲＯＵＰ,10
2365,丸東産業,58
2366,名古屋電機工業,87
2367,ＮＪＳ,1
2368,京阪神ビルディング,86
2369,メディキット,60
2370,ヘリオス　テクノ　ホールディング,58
2371,サコス,76
2372,ポールトゥウィン・ピットクルーホールディ,62
2373,クレステック,106
2374,藍澤證券,53
2375,ニチダイ,27
2376,ハウスドゥ,28
2377,帝国通信工業,82
2378,ヒラノテクシード,90
2379,三光マーケティングフーズ,80
2380,ジャパンエクセレント投資法人　投資証券,71
2381,東洋精糖,30
2382,ＡＦＣ－ＨＤアムスライフサイエンス,34
2383,鈴縫工業,62
2384,ショーエイコーポレーション,89
2385,大和証券オフィス投資法人　投資証券,66
2386,トレーディア,55
2387,ワイズテーブルコーポレーション,74
2388,大東銀行,62
2389,メガネスーパー,62
2390,天昇電気工業,89
2391,ナトコ,76
2392,瀧上工業,90
2393,伏木海陸運送,77
2394,ニイタカ,65
2395,東亜ディーケーケー,94
2396,ウェザーニューズ,46
2397,日本乾溜工業,75
2398,福岡リート投資法人　投資証券,66
2399,センコン物流,94
2400,イソライト工業,78
2401,キャリアリンク,102
2402,ファーストコーポレーション,76
2403,シーボン,52
2404,ビーピー・カストロール,77
2405,Ｍｉｎｏｒｉソリューションズ,45
2406,トーヨーアサノ,31
2407,スター・マイカ,44
2408,ウイルコホールディングス,73
2409,ソフトウェア・サービス,25
2410,エヌ・デーソフトウェア,25
2411,マニー,26
2412,兵機海運,93
2413,ウィザス,20
2414,遠藤製作所,56
2415,東海リース,87
2416,京都きもの友禅,86
2417,ＪＩＥＣ,1
2418,アイ・エス・ビー,31
2419,三ツ知,27
2420,アグロ　カネショウ,80
2421,ジェイグループホールディングス,74
2422,技研興業,110
2423,プロルート丸光,81
2424,日本鋳鉄管,88
2425,大日本コンサルタント,78
2426,北陸電話工事,77
2427,アサヒペン,68
2428,魚喜,132
2429,岡谷電機産業,84
2430,宝印刷,95
2431,ハウス　オブ　ローゼ,80
2432,三相電機,67
2433,テー・オー・ダブリュー,91
2434,黒田精工,91
2435,ＳＨＯＥＩ,1
2436,日本アセットマーケティング,75
2437,バリューコマース,95
2438,ＫＳＫ,20
2439,ヤーマン,32
2440,極東証券,92
2441,ツインバード工業,59
2442,ドリームインキュベータ,89
2443,ハーツユナイテッドグループ,56
2444,ファミリー,50
2445,ハーバー研究所,91
2446,東急リアル・エステート投資法人　投資証券,61
2447,日本精鉱,90
2448,養命酒製造,37
2449,イフジ産業,40
2450,旭コンクリート工業,71
2451,日本コンピュータ・ダイナミクス,66
2452,三浦印刷,61
2453,ＳＥＭＩＴＥＣ,8
2454,ブロンコビリー,108
2455,日本アクア,107
2456,ＧＣＡサヴィアン,17
2457,セブン工業,98
2458,金下建設,98
2459,電算,52
2460,ニッポン高度紙工業,83
2461,安川情報システム,46
2462,オーバル,82
2463,ダイセキ環境ソリューション,77
2464,日本トリム,107
2465,豆蔵ホールディングス,70
2466,キング,100
2467,日本興業,94
2468,ローツェ,62
2469,ムーンバット,53
2470,ミロク,166
2471,旭精機工業,79
2472,共栄タンカー,83
2473,アサンテ,27
2474,東京汽船,97
2475,日本コロムビア,85
2476,日本ユピカ,98
2477,ライフフーズ,65
2478,富士テクニカ宮津,80
2479,ＢＥＥＮＯＳ,10
2480,イチカワ,57
2481,トラストホールディングス,78
2482,東邦システムサイエンス,40
2483,ＣＳＳホールディングス,47
2484,ネプロジャパン,101
2485,キューブシステム,96
2486,船井総研ホールディングス,66
2487,アイケイ,80
2488,小野測器,62
2489,ソリトンシステムズ,60
2490,昭文社,105
2491,フォーバルテレコム,73
2492,田中化学研究所,67
2493,クラウディア,101
2494,フリージア・マクロス,72
2495,ジャステック,63
2496,中央紙器工業,71
2497,東洋ビジネスエンジニアリング,53
2498,うかい,86
2499,日本Ｍ＆Ａセンター,50
2500,日本電子材料,62
2501,兼松日産農林,88
2502,知多鋼業,55
2503,毎日コムネット,51
2504,ソネック,70
2505,日本ケアサプライ,75
2506,野村マイクロ・サイエンス,63
2507,ヤスハラケミカル,77
2508,小僧寿し,70
2509,東計電算,67
2510,極楽湯,122
2511,クニミネ工業,86
2512,大泉製作所,54
2513,佐渡汽船,66
2514,ＥＲＩホールディングス,41
2515,オカダアイヨン,55
2516,エストラスト,58
2517,アールシーコア,115
2518,サニーサイドアップ,33
2519,東部ネットワーク,88
2520,ソフトクリエイトホールディングス,60
2521,東海汽船,95
2522,フルスピード,110
2523,ブロードメディア,95
2524,アーバネットコーポレーション,82
2525,ジャパンマテリアル,88
2526,日水製薬,46
2527,日本エム・ディ・エム,54
2528,第一カッター興業,76
2529,中国工業,91
2530,神戸発動機,97
2531,セキ,100
2532,トップリート投資法人　投資証券,71
2533,ウチダエスコ,51
2534,田谷,1
2535,スペースシャワーネットワーク,81
2536,沖電線,73
2537,南総通運,45
2538,高田機工,106
2539,アルデプロ,122
2540,アピックヤマダ,94
2541,ジャパンベストレスキューシステム,70
2542,日本フエルト,90
2543,京福電気鉄道,83
2544,愛光電気,102
2545,日本賃貸住宅投資法人　投資証券,71
2546,鈴与シンワート,33
2547,ヒガシマル,68
2548,精工技研,98
2549,日本システム技術,62
2550,こころネット,111
2551,レイ,115
2552,アイティフォー,15
2553,理研グリーン,117
2554,レッグス,95
2555,タカチホ,57
2556,両毛システムズ,83
2557,クレオ,176
2558,ソトー,16
2559,ＯＡＴアグリオ,44
2560,丸尾カルシウム,88
2561,元旦ビューティ工業,62
2562,日本タングステン,69
2563,トーイン,40
2564,ラピーヌ,137
2565,新川,77
2566,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資法人　投資,32
2567,ひらまつ,72
2568,ミューチュアル,58
2569,パスポート,116
2570,クイック,167
2571,双信電機,75
2572,ササクラ,140
2573,秀英予備校,56
2574,イーエムシステムズ,37
2575,文溪堂,118
2576,アズマハウス,28
2577,昭和鉄工,60
2578,日本ロジスティクスファンド投資法人　投資,62
2579,アスラポート・ダイニング,68
2580,ジオマテック,65
2581,イハラサイエンス,57
2582,アトミクス,52
2583,桂川電機,88
2584,ナカボーテック,105
2585,アクセル,132
2586,竹本容器,88
2587,北川工業,88
2588,構造計画研究所,74
2589,エヌジェーケー,62
2590,ロングライフホールディング,77
2591,ＣＤＧ,1
2592,サン・ライフ,56
2593,ダイケン,82
2594,ハビックス,78
2595,ビオフェルミン製薬,68
2596,京進,56
2597,高見沢サイバネティックス,64
2598,リーバイ・ストラウス　ジャパン,62
2599,サイネックス,56
2600,シダー,53
2601,昭和ホールディングス,50
2602,シーエスロジネット,58
2603,エー・ディー・ワークス,55
2604,ファーストブラザーズ,90
2605,ヤマシンフィルタ,50
2606,トレジャー・ファクトリー,70
2607,アメイズ,27
2608,エージーピー,91
2609,阪神内燃機工業,83
2610,わかもと製薬,73
2611,プロパスト,106
2612,ボルテージ,70
2613,くろがね工作所,81
2614,さくらインターネット,80
2615,イクヨ,76
2616,石井食品,71
2617,京都ホテル,87
2618,ソルクシーズ,115
2619,ＧＭＯクラウド,82
2620,サンセイランディック,85
2621,サンコー,75
2622,グリーンクロス,97
2623,成学社,70
2624,セレスポ,132
2625,東和フードサービス,38
2626,日本鋳造,61
2627,アゼアス,35
2628,タカトリ,132
2629,日本コンセプト,92
2630,ニッキ,93
2631,トランザクション,106
2632,テクノスマート,52
2633,マルシェ,65
2634,グローバルダイニング,95
2635,ユニカフェ,40
2636,日東化工,104
2637,コンセック,132
2638,ハイマックス,61
2639,櫻護謨,110
2640,セキド,83
2641,イワブチ,70
2642,インプレスホールディングス,76
2643,カナレ電気,110
2644,プレミア投資法人　投資証券,71
2645,ダイジェット工業,54
2646,オーナミ,27
2647,サクセスホールディングス,73
2648,赤阪鐵工所,87
2649,パラカ,166
2650,ウォーターダイレクト,80
2651,三光産業,67
2652,ホクシン,85
2653,重松製作所,60
2654,天龍製鋸,75
2655,放電精密加工研究所,73
2656,システムリサーチ,53
2657,有機合成薬品工業,71
2658,高砂鐵工,90
2659,トレックス・セミコンダクター,69
2660,ニッチツ,27
2661,杉村倉庫,87
2662,クリエートメディック,80
2663,美濃窯業,35
2664,パウダーテック,101
2665,コムチュア,56
2666,富山銀行,60
2667,鉄人化計画,90
2668,アルメタックス,91
2669,白青舎,76
2670,ウエスコホールディングス,73
2671,ケル,250
2672,ジーンズメイト,45
2673,森下仁丹,77
2674,三信建設工業,90
2675,島根銀行,64
2676,東京會舘,93
2677,ヤマダコーポレーション,81
2678,阪急リート投資法人　投資証券,71
2679,アイスタイル,53
2680,ＺＯＡ,1
2681,ゼットン,52
2682,星医療酸器,54
2683,一六堂,101
2684,太洋基礎工業,76
2685,エイアンドティー,33
2686,カネヨウ,57
2687,森ヒルズリート投資法人　投資証券,69
2688,日本高純度化学,83
2689,ピエトロ,132
2690,平安レイサービス,56
2691,ティア,10
2692,テクノメディカ,95
2693,マナック,77
2694,オーエス,27
2695,旭情報サービス,41
2696,産業ファンド投資法人　投資証券,60
2697,タカセ,66
2698,まんだらけ,126
2699,三ッ星,56
2700,スリープログループ,92
2701,ミライアル,118
2702,トスネット,34
2703,フジコー,75
2704,旭松食品,63
2705,エヌ・ピー・シー,63
2706,フジコピアン,105
2707,学究社,74
2708,青山財産ネットワークス,44
2709,アトムリビンテック,92
2710,ジェイエイシーリクルートメント,74
2711,サムシングホールディングス,61
2712,セーラー広告,97
2713,ウライ,86
2714,攝津製油,33
2715,東栄リーファーライン,69
2716,新日本建物,47
2717,小田原エンジニアリング,80
2718,オービス,32
2719,ダイトーケミックス,85
2720,ハブ,125
2721,翻訳センター,62
2722,リヒトラブ,116
2723,サダマツ,27
2724,サンウッド,52
2725,日本ギア工業,90
2726,東京楽天地,78
2727,石井鐵工所,66
2728,ショクブン,142
2729,鶴弥,66
2730,ワイヤレスゲート,41
2731,ステップ,20
2732,メック,93
2733,オーケー食品工業,82
2734,京極運輸商事,87
2735,アドソル日進,66
2736,セコニックホールディングス,71
2737,ナンシン,62
2738,丸千代山岡家,71
2739,ヨシックス,74
2740,平山,50
2741,大幸薬品,86
2742,大宝運輸,86
2743,アバント,40
2744,オートウェーブ,67
2745,ウェルネット,56
2746,浅香工業,93
2747,日本ＢＳ放送,51
2748,サイバーリンクス,88
2749,光製作所,84
2750,パシフィックシステム,79
2751,ペッパーフードサービス,97
2752,ニッカトー,72
2753,ＩＧポート,50
2754,日建工学,93
2755,ＹＫＴ,1
2756,フレンドリー,113
2757,スターティア,18
2758,兼松エンジニアリング,87
2759,平賀,83
2760,ハウスコム,58
2761,東洋電機,60
2762,ケミプロ化成,80
2763,スーパーツール,114
2764,岡山製紙,50
2765,タツモ,20
2766,グローバル・ワン不動産投資法人　投資証券,64
2767,ベリテ,83
2768,福井コンピュータホールディングス,65
2769,石川製作所,88
2770,ギャバン,50
2771,増田製粉所,36
2772,ホリイフードサービス,58
2773,ファステップス,28
2774,バッファロー,63
2775,日本コンベヤ,102
2776,デジタル・インフォメーション・テクノロジ,65
2777,山田コンサルティンググループ,71
2778,ムラキ,166
2779,平和不動産リート投資法人　投資証券,64
2780,日本パワーファスニング,78
2781,フィスコ,65
2782,パピレス,132
2783,鉱研工業,98
2784,日本出版貿易,85
2785,ユナイテッド,40
2786,中央ビルト工業,72
2787,ベクトル,137
2788,エヌエフ回路設計ブロック,73
2789,シーマ,36
2790,ＮＫＫスイッチズ,23
2791,ネクシィーズ,60
2792,特殊電極,97
2793,サイバーコム,55
2794,明豊ファシリティワークス,50
2795,イサム塗料,48
2796,ネポン,93
2797,アサカ理研,101
2798,ジャパンシステム,66
2799,クロスキャット,94
2800,ピー・シー・エー,77
2801,日本坩堝,118
2802,シグマクシス,71
2803,クロス・マーケティンググループ,68
2804,ＡＮＡＰ,15
2805,東京機械製作所,75
2806,協立エアテック,78
2807,メディアドゥ,26
2808,シード平和,36
2809,シリコンスタジオ,93
2810,ヤガミ,16
2811,シンクレイヤ,106
2812,ＪＥＳＣＯホールディングス,35
2813,大研医器,56
2814,セフテック,68
2815,ＣＤＳ,1
2816,サイボー,32
2817,ランシステム,71
2818,カルラ,176
2819,カネミツ,72
2820,ぱど,125
2821,ＪＥＵＧＩＡ,1
2822,日本精密,63
2823,カネソウ,57
2824,タナベ経営,57
2825,ＩＭＶ,1
2826,高橋カーテンウォール工業,70
2827,朝日ネット,33
2828,菊水電子工業,80
2829,昭和真空,67
2830,東京自働機械製作所,71
2831,ダイサン,32
2832,オプトエレクトロニクス,67
2833,共和工業所,79
2834,鈴茂器工,81
2835,ジェイエスエス,32
2836,川崎地質,97
2837,東京コスモス電機,81
2838,ミサワ,1
2839,旭化学工業,83
2840,ありがとうサービス,48
2841,ケアサービス,60
2842,モリテックス,101
2843,データリンクス,97
2844,医学生物学研究所,76
2845,カッシーナ・イクスシー,89
2846,ザッパラス,126
2847,昭和化学工業,85
2848,日創プロニティ,35
2849,ハマイ,10
2850,山王,27
2851,ＡＣＣＥＳＳ,20
2852,グリーンランドリゾート,99
2853,ＣＥホールディングス,46
2854,アゴーラ・ホスピタリティー・グループ,65
2855,リベレステ,116
2856,興研,132
2857,互応化学工業,90
2858,名機製作所,87
2859,高木証券,100
2860,コーアツ工業,92
2861,エラン,93
2862,アドバンスクリエイト,77
2863,明星電気,66
2864,岡野バルブ製造,77
2865,日本テレホン,100
2866,日進工具,71
2867,クエスト,57
2868,日本色材工業研究所,75
2869,きちり,166
2870,サイオステクノロジー,72
2871,ＳＤエンターテイメント,38
2872,森尾電機,110
2873,アマガサ,20
2874,東葛ホールディングス,75
2875,ドリコム,137
2876,新内外綿,52
2877,蔵王産業,40
2878,ビューティガレージ,62
2879,積水ハウス・ＳＩ　レジデンシャル投資法人,59
2880,ネットイヤーグループ,55
2881,コスモ・バイオ,44
2882,銀座ルノアール,102
2883,タクミナ,72
2884,マルタイ,65
2885,玉井商船,42
2886,ＧＭＯペイメントゲートウェイ,44
2887,エキサイト,52
2888,ＳＥホールディングス・アンド・インキュベ,64
2889,京都機械工具,84
2890,フライングガーデン,68
2891,タツミ,20
2892,オンリー,82
2893,ユニリタ,57
2894,サンユー建設,62
2895,チャーム・ケア・コーポレーション,72
2896,理経,176
2897,東亜バルブエンジニアリング,80
2898,ファーストエスコ,50
2899,暁飯島工業,73
2900,アイル,86
2901,エッチ・ケー・エス,50
2902,光ビジネスフォーム,67
2903,ハチバン,40
2904,日本エアーテック,91
2905,きょくとう,122
2906,ＡＭＢＩＴＩＯＮ,7
2907,シーシーエス,61
2908,メディアフラッグ,57
2909,日本アジア投資,62
2910,エスケイジャパン,88
2911,ソーバル,75
2912,堀田丸正,60
2913,ＰＣＩホールディングス,41
2914,サンワカンパニー,92
2915,ミクロン精密,95
2916,ニットー,40
2917,新東,56
2918,シーズメン,48
2919,ハウスフリーダム,48
2920,倉元製作所,79
2921,ティーライフ,46
2922,インテア・ホールディングス,50
2923,石井表記,65
2924,フジックス,78
2925,川口化学工業,80
2926,不二ラテックス,98
2927,クックパッド,141
2928,駐車場綜合研究所,77
2929,アルテ　サロン　ホールディングス,67
2930,アールテック・ウエノ,75
2931,シグマ光機,95
2932,スパークス・グループ,80
2933,大運,40
2934,日住サービス,32
2935,日本社宅サービス,80
2936,一休,78
2937,ビューティ花壇,60
2938,エスプール,56
2939,サンケイ化学,98
2940,川上塗料,83
2941,ユーラシア旅行社,83
2942,システムズ・デザイン,44
2943,Ａｉｍｉｎｇ,18
2944,永大化工,97
2945,ロジコム,137
2946,インフォメーションクリエーティブ,70
2947,やまねメディカル,76
2948,ｅｎｉｓｈ,12
2949,アルファ,57
2950,ダントーホールディングス,65
2951,スマートバリュー,61
2952,日本パレットプール,85
2953,中広,140
2954,日本デコラックス,85
2955,ヤマシナ,22
2956,スガイ化学工業,88
2957,ネクスグループ,85
2958,ヨシタケ,65
2959,コーセーアールイー,104
2960,エヌアイシ・オートテック,47
2961,アバールデータ,70
2962,ベリサーブ,136
2963,イントランス,70
2964,ニッパンレンタル,103
2965,メンバーズ,46
2966,オールアバウト,55
2967,東京日産コンピュータシステム,70
2968,ＵＢＩＣ,1
2969,博展,74
2970,ＦＰＧ,1
2971,ブロッコリー,118
2972,チタン工業,58
2973,キャリアデザインセンター,79
2974,あかつきフィナンシャルグループ,64
2975,コタ,100
2976,城南進学研究社,84
2977,セーラー万年筆,73
2978,グリムス,62
2979,インテリジェント　ウェイブ,74
2980,クリエアナブキ,91
2981,テクニカル電子,93
2982,シーティーエス,40
2983,日本抵抗器製作所,69
2984,ニレコ,166
2985,ＪＢイレブン,105
2986,岡本硝子,87
2987,ソースネクスト,52
2988,マルマン,85
2989,和弘食品,92
2990,朝日ラバー,65
2991,キャリアバンク,101
2992,福山コンサルタント,79
2993,東京ボード工業,84
2994,東京貴宝,80
2995,福島印刷,61
2996,植松商会,57
2997,中京医薬品,78
2998,ウェッジホールディングス,55
2999,幼児活動研究会,75
3000,イデアインターナショナル,58
3001,サイボウズ,32
3002,アドテック　プラズマ　テクノロジー,63
3003,太陽工機,92
3004,大東紡織,58
3005,綜合臨床ホールディングス,74
3006,東天紅,66
3007,タカキタ,147
3008,富士変速機,98
3009,三機サービス,62
3010,日本スキー場開発,72
3011,ナガオカ,70
3012,菊池製作所,91
3013,日本製罐,68
3014,東京衡機,98
3015,日本プロセス,90
3016,かんなん丸,120
3017,ＫｅｅＰｅｒ技研,40
3018,昭和システムエンジニアリング,56
3019,日本和装ホールディングス,69
3020,Ｅストアー,16
3021,山大,20
3022,協立情報通信,84
3023,和井田製作所,56
3024,佐藤食品工業,81
3025,協和コンサルタンツ,78
3026,アールビバン,76
3027,郷鉄工所,60
3028,進学会,120
3029,Ｈａｍｅｅ,6
3030,デイトナ,27
3031,松尾電機,70
3032,フジタコーポレーション,81
3033,買取王国,81
3034,トーセ,16
3035,ロブテックス,105
3036,スノーピーク,110
3037,浜井産業,37
3038,ＯＳＧコーポレーション,74
3039,三東工業社,60
3040,秩父鉄道,64
3041,コモ,100
3042,カイノス,57
3043,大谷工業,56
3044,価値開発,113
3045,プラップジャパン,102
3046,アール・エス・シー,63
3047,ゼネラルパッカー,88
3048,中央製作所,54
3049,メディアグローバルリンクス,66
3050,太平製作所,55
3051,ネオス,10
3052,マネーパートナーズグループ,86
3053,アビスト,20
3054,マネースクウェアＨＤ,34
3055,サムコ,66
3056,ＪＭＡＣＳ,1
3057,リード,100
3058,モバイルクリエイト,81
3059,不二精機,68
3060,ＲＶＨ,1
3061,オーネックス,60
3062,サンセイ,27
3063,オプテックス・エフエー,46
3064,テクノクオーツ,100
3065,明豊エンタープライズ,70
3066,日本アイ・エス・ケイ,72
3067,研創,70
3068,ホーブ,100
3069,プレシジョン・システム・サイエンス,55
3070,日本通信,77
3071,オリジナル設計,80
3072,イーブックイニシアティブジャパン,73
3073,アマテイ,22
3074,中村超硬,77
3075,関門海,75
3076,日本エンタープライズ,82
3077,ＴＯＮＥ,1
3078,エイケン工業,92
3079,多摩川ホールディングス,52
3080,ジャニス工業,54
3081,ホウライ,65
3082,大村紙業,60
3083,助川電気工業,77
3084,海帆,10
3085,インフォマート,31
3086,アスカネット,56
3087,ランドビジネス,61
3088,ソフトブレーン,105
3089,丸八倉庫,92
3090,相模ゴム工業,58
3091,宮入バルブ製作所,70
3092,ホテル、ニューグランド,76
3093,東洋刃物,25
3094,ウィル,76
3095,栄電子,70
3096,篠崎屋,62
3097,リニカル,132
3098,日本プリメックス,83
3099,Ｊストリーム,46
3100,アルバイトタイムス,47
3101,東洋ドライルーブ,80
3102,秋川牧園,83
3103,ローヤル電機,97
3104,銀座山形屋,47
3105,プラッツ,70
3106,ミヤコ,66
3107,名古屋木材,51
3108,岡藤ホールディングス,70
3109,リバーエレテック,92
3110,豊商事,55
3111,ビーイング,46
3112,第一化成,57
3113,エフアンドエム,35
3114,ヒップ,26
3115,オーベクス,66
3116,タケダ機械,106
3117,ブイキューブ,131
3118,櫻島埠頭,83
3119,日本サード・パーティ,77
3120,キムラタン,128
3121,理研コランダム,100
3122,ＭＩＥコーポレーション,74
3123,大和重工,52
3124,キクカワエンタープライズ,66
3125,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,11
3126,東武住販,65
3127,システム情報,37
3128,ＧＭＯペパボ,96
3129,原弘産,104
3130,歌舞伎座,157
3131,エスエルディー,55
3132,ダブル・スコープ,81
3133,オリコン,145
3134,ユニバーサルソリューションシステムズ,73
3135,アジュバンコスメジャパン,85
3136,パシフィックネット,86
3137,アイビー化粧品,58
3138,インヴィンシブル投資法人　投資証券,73
3139,ＳＴＵＤＩＯＵＳ,15
3140,加地テック,132
3141,ニッコウトラベル,90
3142,イーサポートリンク,85
3143,ビジネス・ワンホールディングス,50
3144,エヌ・ティ・ティ・データ・イントラマート,51
3145,ＫＧ情報,27
3146,ジェネレーションパス,82
3147,サイタホールディングス,50
3148,アストマックス,57
3149,リアルコム,112
3150,アミタホールディングス,52
3151,日本製麻,32
3152,ガイアックス,65
3153,ジョルダン,80
3154,シンプロメンテ,72
3155,ＵＬＳグループ,42
3156,ニックス,70
3157,アルトナー,62
3158,北川精機,91
3159,リブセンス,126
3160,ゴルフ・ドゥ,50
3161,エコノス,57
3162,ユークス,62
3163,創健社,65
3164,神田通信機,111
3165,ダイヤ通商,38
3166,白鳩,72
3167,モーニングスター,47
3168,明治機械,111
3169,山加電業,61
3170,エムジーホーム,42
3171,スターツ出版,67
3172,アイロムグループ,86
3173,メタップス,22
3174,麻生フオームクリート,76
3175,トリケミカル研究所,75
3176,セック,93
3177,テクノスジャパン,88
3178,セブンシーズホールディングス,83
3179,ナビタス,20
3180,イー・ギャランティ,51
3181,共同ピーアール,88
3182,宇野澤組鐵工所,77
3183,土木管理総合試験所,76
3184,バナーズ,37
3185,Ｃ＆Ｇシステムズ,21
3186,太洋工業,56
3187,ベルグアース,63
3188,タイセイ,22
3189,テセック,70
3190,グラファイトデザイン,52
3191,学情,76
3192,ＡＫＩＢＡホールディングス,40
3193,小野産業,34
3194,ユニバーサル園芸社,52
3195,アクモス,57
3196,シンポ,103
3197,インターアクション,67
3198,マーケットエンタープライズ,78
3199,Ｍｉｐｏｘ,1
3200,テックファームホールディングス,69
3201,リミックスポイント,83
3202,フィンテック　グローバル,70
3203,ソフィアホールディングス,45
3204,卑弥呼,66
3205,ＴＲＵＣＫ－ＯＮＥ,1
3206,クリップコーポレーション,82
3207,ヒューマンウェブ,57
3208,中日本鋳工,87
3209,夢テクノロジー,86
3210,アートスパークホールディングス,73
3211,モブキャスト,105
3212,ツヴァイ,22
3213,国際チャート,90
3214,東邦金属,93
3215,ビジネス・ブレークスルー,77
3216,不二電機工業,87
3217,光陽社,95
3218,アールエイジ,65
3219,ＫＹＣＯＭホールディングス,35
3220,エムアップ,28
3221,ザインエレクトロニクス,73
3222,ビーロット,76
3223,鴨川グランドホテル,77
3224,アイフィスジャパン,52
3225,イード,43
3226,環境管理センター,85
3227,新報国製鉄,82
3228,ＴＢグループ,50
3229,レカム,166
3230,日本一ソフトウェア,45
3231,そーせいグループ,48
3232,夢の街創造委員会,49
3233,ストライダーズ,54
3234,小田原機器,106
3235,アルメディオ,51
3236,レントラックス,98
3237,日本フォームサービス,57
3238,イマジニア,28
3239,テクノアルファ,80
3240,昴,83
3241,センチュリー２１・ジャパン,70
3242,桜井製作所,88
3243,アイレックス,106
3244,ソフトマックス,57
3245,東京一番フーズ,50
3246,ピープル,145
3247,プロシップ,80
3248,アスコット,62
3249,トライアイズ,61
3250,インヴァスト証券,58
3251,プラコー,137
3252,クボテック,138
3253,地域新聞社,111
3254,オリエンタルチエン工業,73
3255,シベール,90
3256,セイヒョー,38
3257,ニチリョク,116
3258,デジタルアーツ,58
3259,アクセルマーク,91
3260,テイン,36
3261,ジェイテック,60
3262,アクリーティブ,90
3263,東福製粉,57
3264,フルッタフルッタ,108
3265,倉庫精練,91
3266,イーター電機工業,86
3267,ＯＤＫソリューションズ,49
3268,ＩＢＪ,1
3269,タウンニュース社,42
3270,アクアライン,111
