順位,名前,点数
1154,大阪製鐵,51
1155,世紀東急工業,77
1156,ユー・エス・エス,32
1157,ホウスイ,30
1158,三谷産業,37
1159,アジアパイルホールディングス,70
1160,オプトホールディング,46
1161,ニフティ,7
1162,東京精密,51
1163,河合楽器製作所,79
1164,モスフードサービス,45
1165,三ツ星ベルト,68
1166,ＳＭＫ,1
1167,穴吹興産,90
1168,プレサンスコーポレーション,83
1169,アプラスフィナンシャル,70
1170,デクセリアルズ,94
1171,三井ハイテック,61
1172,東京ＴＹフィナンシャルグループ,56
1173,みなと銀行,64
1174,マックス,70
1175,ＧＭＢ,1
1176,ユニバンス,26
1177,村上開明堂,79
1178,トモニホールディングス,52
1179,福島工業,86
1180,東邦銀行,60
1181,カプコン,145
1182,藤田観光,98
1183,メガチップス,26
1184,アコーディア・ゴルフ,74
1185,永大産業,38
1186,丸順,76
1187,三栄建築設計,84
1188,ケーユーホールディングス,81
1189,東京鐵鋼,93
1190,スクロール,116
1191,キャンドゥ,70
1192,丹青社,41
1193,ウッドワン,52
1194,Ｊトラスト,52
1195,日神不動産,48
1196,名港海運,98
1197,ゲンキー,87
1198,京三製作所,86
1199,メニコン,77
1200,ソディック,66
1201,名古屋銀行,62
1202,ヒューマンホールディングス,60
1203,ダイハツディーゼル,57
1204,ジャフコ,75
1205,オイレス工業,83
1206,兼松エレクトロニクス,73
1207,大分銀行,60
1208,ＣＫサンエツ,23
1209,ツクイ,76
1210,協栄産業,88
1211,大平洋金属,81
1212,Ｍｉｓｕｍｉ,5
1213,ゼリア新薬工業,78
1214,中央化学,93
1215,ホクト,66
1216,サンマルクホールディングス,76
1217,日特建設,87
1218,スーパーバリュー,108
1219,石塚硝子,102
1220,三菱鉛筆,75
1221,ケンコーマヨネーズ,94
1222,ノダ,25
1223,ニッタ,36
1224,東京エネシス,54
1225,三谷セキサン,57
1226,北海道コカ・コーラボトリング,64
1227,沖縄セルラー電話,72
1228,パイオラックス,91
1229,岩崎電気,98
1230,アウトソーシング,41
1231,ジョイフル,66
1232,テイクアンドギヴ・ニーズ,50
1233,ココスジャパン,101
1234,フェローテック,90
1235,ハニーズ,25
1236,シーキューブ,136
1237,カネコ種苗,97
1238,アイナボホールディングス,50
1239,三洋貿易,52
1240,東北新社,67
1241,ニチレキ,132
1242,日本ビルファンド投資法人　投資証券,67
1243,栃木銀行,67
1244,日本甜菜製糖,56
1245,ワキタ,66
1246,薬王堂,95
1247,ゴールドウイン,65
1248,ダイヤモンド電機,70
1249,日本カーバイド工業,75
1250,プラマテルズ,101
1251,北越銀行,97
1252,フジッコ,82
1253,サカタのタネ,53
1254,日本農薬,90
1255,マキヤ,66
1256,日本バイリーン,100
1257,オービック,82
1258,キーコーヒー,133
1259,日本食品化工,86
1260,藤商事,50
1261,黒谷,132
1262,ＫＩホールディングス,46
1263,高見澤,46
1264,大末建設,67
1265,図書印刷,44
1266,イマジカ・ロボット　ホールディングス,60
1267,第一工業製薬,73
1268,大塚家具,116
1269,明治電機工業,84
1270,ＪＭＳ,1
1271,クミアイ化学工業,79
1272,横浜丸魚,75
1273,アイセイ薬局,90
1274,澁澤倉庫,100
1275,タツタ電線,51
1276,琉球銀行,94
1277,ＴＫＣ,1
1278,ノーリツ鋼機,91
1279,セプテーニ・ホールディングス,47
1280,三城ホールディングス,79
1281,テクノ菱和,53
1282,杉田エース,31
1283,イワキ,76
1284,ツガミ,26
1285,大成温調,37
1286,ダイコク電機,110
1287,丸和運輸機関,83
1288,西部電気工業,81
1289,古河電池,90
1290,サッポロドラッグストアー,81
1291,帝国ホテル,88
1292,アイレップ,68
1293,コロプラ,132
1294,ナカバヤシ,62
1295,サックスバー　ホールディングス,72
1296,ロジネット　ジャパン,90
1297,宇徳,76
1298,田淵電機,113
1299,千葉興業銀行,95
1300,パスコ,166
1301,北川鉄工所,83
1302,シミックホールディングス,77
1303,サンヨーホームズ,43
1304,日本ハウスホールディングス,73
1305,トーヨーカネツ,60
1306,ゼンリン,102
1307,デンヨー,37
1308,平田機工,93
1309,ショーボンドホールディングス,65
1310,アズワン,32
1311,フランスベッドホールディングス,81
1312,ツカダ・グローバルホールディング,76
1313,日本ピストンリング,90
1314,ヤマダ・エスバイエルホーム,43
1315,清和中央ホールディングス,60
1316,ヤマタネ,22
1317,日東ベスト,35
1318,シャクリー・グローバル・グループ,79
1319,エムスリー,56
1320,北陸瓦斯,111
1321,ピーシーデポコーポレーション,90
1322,日東富士製粉,42
1323,宮崎銀行,92
1324,マネックスグループ,78
1325,スター精密,28
1326,フィデアホールディングス,52
1327,セントラルスポーツ,83
1328,アーク,93
1329,ヨンドシーホールディングス,63
1330,タカギセイコー,94
1331,ウイン・パートナーズ,58
1332,アトム,20
1333,ネクステージ,55
1334,はるやま商事,52
1335,山梨中央銀行,52
1336,山下医科器械,85
1337,ラオックス,122
1338,三光合成,56
1339,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,13
1340,パーカーコーポレーション,91
1341,トーセイ,20
1342,キトー,83
1343,大光,30
1344,千代田インテグレ,51
1345,日新製糖,42
1346,日本リーテック,94
1347,エバラ食品工業,78
1348,常磐興産,66
1349,青森銀行,90
1350,十八銀行,61
1351,三益半導体工業,58
1352,大和,10
1353,アイチコーポレーション,85
1354,愛知銀行,60
1355,日本マニュファクチャリングサービス,63
1356,コンドーテック,112
1357,四国化成工業,84
1358,極東貿易,90
1359,富士急行,102
1360,北恵,62
1361,日和産業,58
1362,沖縄銀行,90
1363,丸運,77
1364,ロック・フィールド,78
1365,ポプラ,176
1366,サノヤスホールディングス,48
1367,Ｔ＆Ｋ　ＴＯＫＡ,15
1368,応用地質,34
1369,ハークスレイ,106
1370,アルファＣｏ,38
1371,プロトコーポレーション,82
1372,第一建設工業,74
1373,福井銀行,98
1374,ホソカワミクロン,83
1375,島精機製作所,85
1376,ジャパンリアルエステイト投資法人　投資証,66
1377,エステー,20
1378,太陽ホールディングス,45
1379,ノエビアホールディングス,50
1380,スペース,77
1381,山陽電気鉄道,60
1382,芦森工業,86
1383,秋田銀行,102
1384,田中精密工業,75
1385,ケイヒン,70
1386,北陸電気工業,75
1387,ＯＢＡＲＡ　ＧＲＯＵＰ,16
1388,日本電波工業,86
1389,長府製作所,54
1390,林兼産業,64
1391,ヨネックス,56
1392,ニチリン,77
1393,電気興業,102
1394,シモジマ,35
1395,シキボウ,85
1396,マルカキカイ,103
1397,日本リテールファンド投資法人　投資証券,65
1398,住友精密工業,48
1399,サンデー,37
1400,高田工業所,78
1401,中部瓦斯,73
1402,ＴＢＫ,1
1403,扶桑薬品工業,76
1404,東京インキ,101
1405,富士通コンポーネント,85
1406,栗林商船,86
1407,高周波熱錬,87
1408,明星工業,68
1409,ダイナパック,110
1410,広島電鉄,67
1411,ローランド　ディー．ジー．,83
1412,アサガミ,20
1413,サトー商会,56
1414,ミマキエンジニアリング,82
1415,イオンファンタジー,38
1416,ＫＯＡ,1
1417,ファルコホールディングス,68
1418,チムニー,35
1419,白洋舎,61
1420,第一精工,53
1421,酉島製作所,82
1422,伊勢湾海運,60
1423,シンデン・ハイテックス,60
1424,進和,15
1425,ウエストホールディングス,50
1426,植木組,62
1427,上村工業,83
1428,カーリットホールディングス,77
1429,ヴィレッジヴァンガードコーポレーション,77
1430,蛇の目ミシン工業,55
1431,山形銀行,62
1432,小池酸素工業,80
1433,川崎近海汽船,84
1434,長野計器,106
1435,キムラユニティー,80
1436,ダイセキ,70
1437,ルック,193
1438,旭ダイヤモンド工業,53
1439,北海電気工事,85
1440,ミヨシ油脂,36
1441,キョウデン,76
1442,澤田ホールディングス,51
1443,トシン・グループ,55
1444,新日本無線,56
1445,オーシャンシステム,50
1446,ＴＯＡ,1
1447,共和レザー,97
1448,フォーバル,60
1449,日本トムソン,70
1450,ＭｏｎｏｔａＲＯ,7
1451,長谷川香料,83
1452,日本金属,106
1453,ロイヤルホテル,88
1454,大同工業,67
1455,あさひ,30
1456,中山福,93
1457,ワッツ,26
1458,三栄コーポレーション,85
1459,片倉工業,83
1460,岩手銀行,55
1461,四国銀行,111
1462,ＯＳＪＢホールディングス,38
1463,エスライン,62
1464,マルゼン,82
1465,コシダカホールディングス,77
1466,ジュンテンドー,55
1467,ワタベウェディング,28
1468,筑波銀行,105
1469,日本ピグメント,104
1470,日成ビルド工業,70
1471,壱番屋,32
1472,神栄,42
1473,インテージホールディングス,60
1474,扶桑電通,44
1475,芝浦メカトロニクス,74
1476,北雄ラッキー,90
1477,サクサホールディングス,77
1478,東日本銀行,67
1479,東和銀行,60
1480,鳥居薬品,87
1481,柿安本店,77
1482,中野冷機,98
1483,木曽路,83
1484,中部鋼鈑,96
1485,東京計器,95
1486,コメ兵,57
1487,北陸電気工事,80
1488,愛媛銀行,55
1489,ニューフレアテクノロジー,73
1490,日鍛バルブ,117
1491,共立印刷,90
1492,ＮＳＤ,1
1493,あすか製薬,88
1494,アオイ電子,41
1495,セントラル警備保障,74
1496,じもとホールディングス,54
1497,日邦産業,55
1498,いちごグループホールディングス,80
1499,エンチョー,36
1500,ニッピ,93
1501,ユニマット　リタイアメント・コミュニティ,56
1502,北興化学工業,84
1503,ファースト住建,52
1504,電響社,70
1505,明和地所,31
1506,アルインコ,122
1507,パナソニック　デバイスＳＵＮＸ,51
1508,ダイユーエイト,31
1509,ＩＤＥＣ,1
1510,シノブフーズ,68
1511,ルネサンス,62
1512,マルヨシセンター,60
1513,鶴見製作所,84
1514,佐賀銀行,68
1515,シーイーシー,75
1516,東海エレクトロニクス,66
1517,ＥＰＳホールディングス,41
1518,中村屋,106
1519,愛知時計電機,86
1520,ナガセ,16
1521,アイホン,27
1522,六甲バター,101
1523,東邦化学工業,79
1524,あい　ホールディングス,47
1525,アートネイチャー,37
1526,日本空調サービス,76
1527,駒井ハルテック,83
1528,スタートトゥデイ,27
1529,アイ・オー・データ機器,83
1530,富士紡ホールディングス,49
1531,ＵＥＸ,1
1532,東海運,66
1533,ダイニック,72
1534,アリアケジャパン,92
1535,旭有機材工業,75
1536,ＮａＩＴＯ,1
1537,日本高周波鋼業,78
1538,巴工業,56
1539,アップルインターナショナル,79
1540,ジェイアイエヌ,28
1541,タイガースポリマー,85
1542,徳倉建設,91
1543,岡山県貨物運送,78
1544,大阪チタニウムテクノロジーズ,59
1545,サンテック,72
1546,モリ工業,98
1547,インフォコム,51
1548,サマンサタバサジャパンリミテッド,78
1549,エフ・ジェー・ネクスト,43
1550,遠藤照明,43
1551,みちのく銀行,97
1552,クリヤマホールディングス,68
1553,フージャースホールディングス,60
1554,日本バルカー工業,75
1555,日華化学,95
1556,ニチバン,40
1557,第三銀行,65
1558,オーハシテクニカ,91
1559,ソフトバンク・テクノロジー,70
1560,原田工業,92
1561,寺崎電気産業,82
1562,日本ロジテム,100
1563,シノケングループ,92
1564,神姫バス,78
1565,エンプラス,56
1566,東洋電機製造,50
1567,日本特殊塗料,78
1568,建設技術研究所,86
1569,ファーマライズホールディングス,67
1570,エー・アンド・デイ,42
1571,エーアンドエーマテリアル,88
1572,ＡＳＴＩ,1
1573,アミューズ,36
1574,新晃工業,102
1575,テーオー小笠原,55
1576,健康コーポレーション,87
1577,ハリマ共和物産,77
1578,立川ブラインド工業,66
1579,ヤマト,10
1580,アイネス,15
1581,佐藤渡辺,20
1582,ダイトエレクトロン,86
1583,安田倉庫,51
1584,小津産業,37
1585,南海辰村建設,82
1586,関東電化工業,90
1587,ＳＰＫ,1
1588,太陽化学,91
1589,なとり,76
1590,三共生興,92
1591,フクビ化学工業,85
1592,リンガーハット,65
1593,デジタルガレージ,105
1594,堺商事,64
1595,ソルコム,125
1596,サトレストランシステムズ,82
1597,協和日成,42
1598,ヨンキュウ,72
1599,ゼット,43
1600,ファインシンター,41
1601,コーエーテクモホールディングス,75
1602,サンオータス,31
1603,フェリシモ,52
1604,幸楽苑ホールディングス,72
1605,ドクターシーラボ,102
1606,有沢製作所,79
1607,グランディハウス,55
1608,リズム時計工業,75
1609,デイ・シイ,40
1610,日本化成,98
1611,あじかん,82
1612,ムサシ,30
1613,イリソ電子工業,82
1614,スズデン,37
1615,桑山,50
1616,テイカ,76
1617,スタジオアリス,52
1618,小倉クラッチ,98
1619,システナ,30
1620,新家工業,62
1621,北海道中央バス,56
1622,グルメ杵屋,96
1623,イハラケミカル工業,67
1624,オーナンバ,42
1625,小松精練,100
1626,アパマンショップホールディングス,71
1627,オリジン電気,112
1628,ＳＲＡホールディングス,41
1629,日本化学工業,82
1630,ＵＴグループ,50
1631,井村屋グループ,82
1632,日精樹脂工業,57
1633,オーエムツーネットワーク,60
1634,セキチュー,72
1635,廣済堂,61
1636,リーガルコーポレーション,86
1637,三井住建道路,82
1638,日本ヒューム,61
1639,ミタチ産業,33
1640,日本精蝋,90
1641,マックハウス,61
1642,アドウェイズ,31
1643,石光商事,46
1644,モリト,76
1645,丸山製作所,76
1646,サンコール,120
1647,ＪＦＥシステムズ,21
1648,カカクコム,124
1649,ダイビル,82
1650,オーデリック,118
1651,オンキヨー,66
1652,ＴＴＫ,20
1653,朝日工業,60
1654,未来工業,90
1655,東邦アセチレン,54
1656,朝日インテック,60
1657,スーパーバッグ,84
1658,杉本商事,37
1659,アイエーグループ,62
1660,ホギメディカル,85
1661,さいか屋,57
1662,横浜魚類,82
1663,日本ケミファ,86
1664,ダイイチ,35
1665,帝国繊維,100
1666,北越工業,90
1667,ＡＣＫグループ,42
1668,リリカラ,147
1669,エフティグループ,41
1670,ダイナック,72
1671,三菱化工機,95
1672,サンヨーハウジング名古屋,45
1673,三晃金属工業,83
1674,津田駒工業,92
1675,スターフライヤー,56
1676,竹田印刷,60
1677,日本デジタル研究所,74
1678,保土谷化学工業,79
1679,大日光・エンジニアリング,69
1680,弘電社,73
1681,カンダホールディングス,86
1682,一正蒲鉾,93
1683,フューチャーアーキテクト,80
1684,ハイデイ日高,64
1685,ヨコオ,76
1686,パンチ工業,96
1687,平和不動産,27
1688,英和,20
1689,ドミー,33
1690,エスアールジータカミヤ,72
1691,日本コンクリート工業,75
1692,フジマック,66
1693,巴川製紙所,37
1694,東洋炭素,28
1695,ダイト,26
1696,戸田工業,62
1697,多木化学,122
1698,トップカルチャー,85
1699,前田製作所,53
1700,Ａｓ－ｍｅエステール,34
1701,東邦チタニウム,33
1702,エスペック,122
1703,東光,72
1704,佐藤食品工業,81
1705,日本精線,70
1706,南陽,27
1707,物語コーポレーション,78
1708,文教堂グループホールディングス,74
1709,フマキラー,110
1710,三重銀行,65
1711,セントケア・ホールディング,71
1712,キングジム,76
1713,ラック,193
1714,中道リース,62
1715,フジミインコーポレーテッド,81
1716,ＭＡＲＵＷＡ,10
1717,大興電子通信,70
1718,東亜石油,43
1719,朝日印刷,41
1720,ぐるなび,75
1721,ウィルグループ,98
1722,日本海洋掘削,77
1723,マツヤ,10
1724,エンビプロ・ホールディングス,70
1725,佐田建設,65
1726,東洋埠頭,30
1727,サーラ住宅,85
1728,中京銀行,88
1729,扶桑化学工業,86
1730,長野日本無線,43
1731,トライステージ,51
1732,中部日本放送,83
1733,松本油脂製薬,47
1734,サンリン,90
1735,エナリス,57
1736,大和冷機工業,73
1737,丸藤シートパイル,78
1738,ファンコミュニケーションズ,77
1739,明治海運,64
1740,新田ゼラチン,62
1741,カンセキ,145
1742,パレモ,166
1743,カーチスホールディングス,82
1744,ブロードバンドタワー,103
1745,川金ホールディングス,75
1746,エルナー,70
1747,リックス,145
1748,ダイキアクシス,104
1749,富士通ビー・エス・シー,41
1750,アルファグループ,86
1751,守谷商会,83
1752,ナ・デックス,55
1753,アルゴグラフィックス,83
1754,フレンテ,70
1755,大真空,70
1756,森組,132
1757,栄研化学,93
1758,エムティーアイ,24
1759,レーサム,62
1760,ナカニシ,72
1761,東京ラヂエーター製造,70
1762,日工,77
1763,東急レクリエーション,74
1764,日本エスリード,87
1765,フジオフードシステム,36
1766,セゾン情報システムズ,46
1767,コマニー,70
1768,ユナイテッド・アーバン投資法人　投資証券,57
1769,藤倉ゴム工業,77
1770,日本石油輸送,51
1771,チヨダウーテ,21
1772,日本ドライケミカル,75
1773,ＳＪＩ,1
1774,東映アニメーション,40
1775,新日本理化,111
1776,小松ウオール工業,76
1777,美樹工業,102
1778,アライドテレシスホールディングス,69
1779,太平洋興発,52
1780,ムゲンエステート,37
1781,ＪＦＥコンテイナー,43
1782,和田興産,55
1783,油研工業,100
1784,日本管理センター,87
1785,荏原実業,58
1786,白銅,85
1787,エンシュウ,44
1788,サンエー化研,110
1789,三協フロンテア,86
1790,アシードホールディングス,61
1791,滝沢ハム,46
1792,澤藤電機,58
1793,シライ電子工業,88
1794,稲葉製作所,56
1795,ミサワホーム中国,45
1796,梅の花,18
1797,東北化学薬品,76
1798,安永,12
1799,日本カーボン,102
1800,協立電機,96
1801,生化学工業,86
1802,トリニティ工業,75
1803,アドバネクス,55
1804,三洋工業,58
1805,テイツー,27
1806,元気寿司,78
1807,レック,193
1808,富士製薬工業,80
1809,日本マイクロニクス,76
1810,リックコーポレーション,87
1811,清水銀行,67
1812,ユシロ化学工業,83
1813,前澤工業,46
1814,ハンズマン,48
1815,リンクアンドモチベーション,90
1816,ＡＯＩ　Ｐｒｏ．,1
1817,綜研化学,98
1818,神鋼鋼線工業,90
1819,シー・ヴイ・エス・ベイエリア,53
1820,日東工器,54
1821,ディーブイエックス,87
1822,三井金属エンジニアリング,77
1823,田中商事,60
1824,魚力,98
1825,福留ハム,43
1826,川本産業,52
1827,川澄化学工業,74
1828,ティー・ワイ・オー,31
1829,アネスト岩田,17
1830,ステラ　ケミファ,73
1831,クリエイト,112
1832,日本システムウエア,57
1833,あみやき亭,48
1834,ヴィンクス,55
1835,デリカフーズ,108
1836,ラサ商事,70
1837,ジー・テイスト,22
1838,靜甲,116
1839,菱友システムズ,38
1840,群栄化学工業,85
1841,日本金銭機械,90
1842,日亜鋼業,56
1843,マースエンジニアリング,57
1844,インテリックス,98
1845,サンフロンティア不動産,60
1846,モロゾフ,62
1847,オーウイル,68
1848,ユニゾホールディングス,49
1849,瑞光,116
1850,ＷＤＢホールディングス,41
1851,ｇｕｍｉ,12
1852,ＴＨＥグローバル社,79
1853,キムラ,166
1854,ウッドフレンズ,72
1855,ホットランド,68
1856,大伸化学,110
1857,サン電子,60
1858,ツカモトコーポレーション,83
1859,ＳＹＳＫＥＮ,10
1860,土屋ホールディングス,50
1861,大冷,85
1862,田辺工業,58
1863,クロップス,116
1864,ＭＯＲＥＳＣＯ,8
1865,ピックルスコーポレーション,78
1866,滝澤鉄工所,83
1867,アプライド,62
1868,ウェッズ,52
1869,電算システム,52
1870,イノテック,68
1871,マーベラス,60
1872,アイコム,65
1873,メディカル一光,73
1874,タケエイ,65
1875,塩水港精糖,52
1876,ヒト・コミュニケーションズ,76
1877,藤田エンジニアリング,62
1878,日東精工,53
1879,ケネディクス,96
1880,トーシン,47
1881,岡本工作機械製作所,65
1882,ビケンテクノ,115
1883,ダイヤモンドダイニング,54
1884,トーカロ,137
1885,東洋機械金属,79
1886,タカラバイオ,101
1887,ハーモニック・ドライブ・システムズ,65
1888,酒井重工業,82
1889,セメダイン,32
1890,高知銀行,111
1891,日本精化,98
1892,内海造船,44
1893,メタルアート,56
1894,ゲームカード・ジョイコホールディングス,70
1895,日本ライフライン,92
1896,日本アビオニクス,83
1897,オプテックス,51
1898,タカキュー,126
1899,ヴィア・ホールディングス,46
1900,大田花き,53
1901,長大,32
1902,トーエル,70
1903,ダイベア,40
1904,中西製作所,85
1905,西川計測,85
1906,山一電機,60
1907,日本電通,72
1908,ポラテクノ,106
1909,ＯＫＫ,20
1910,サガミチェーン,34
1911,大井電気,70
1912,モリテック　スチール,69
1913,ミルボン,82
1914,シーアールイー,84
1915,ケー・エフ・シー,63
1916,ラックランド,123
1917,ジャパン・フード＆リカー・アライアンス,65
1918,ＲＫＢ毎日放送,27
1919,クレスコ,132
1920,フジ・コーポレーション,79
1921,ＧＭＯクリックホールディングス,62
1922,第一屋製パン,53
1923,ジーエフシー,50
1924,池上通信機,96
1925,ジャパンフーズ,64
1926,北日本銀行,92
1927,サカイオーベックス,88
1928,宮地エンジニアリンググループ,76
1929,アルファシステムズ,44
1930,オハラ,76
1931,岩崎通信機,91
1932,平河ヒューテック,77
1933,大日本木材防腐,73
1934,大戸屋ホールディングス,72
1935,前田工繊,55
1936,中外炉工業,82
1937,ＩＣＤＡホールディングス,38
1938,ナガワ,16
1939,ダイドーリミテッド,75
1940,ジェコー,75
1941,三精テクノロジーズ,74
1942,オリックス不動産投資法人　投資証券,67
1943,アドバンス・レジデンス投資法人　投資証券,72
1944,日阪製作所,91
1945,富士ピー・エス,55
1946,前澤給装工業,70
1947,サムティ,7
1948,オータケ,70
1949,プレステージ・インターナショナル,69
1950,三洋堂ホールディングス,55
1951,神東塗料,67
1952,日本フイルコン,88
1953,遠州トラック,92
1954,昭和飛行機工業,82
1955,エイチアンドエフ,35
1956,かどや製油,51
1957,星光ＰＭＣ,77
1958,創通,52
1959,ソマール,62
1960,ロックペイント,98
1961,大阪有機化学工業,73
1962,東陽テクニカ,85
1963,ＳＥＣカーボン,50
1964,ＧＭＯアドパートナーズ,47
1965,ＫＶＫ,20
1966,児玉化学工業,85
1967,ＷＤＩ,1
1968,ウチヤマホールディングス,50
1969,豊和工業,88
1970,テンポスバスターズ,57
1971,中央倉庫,61
1972,中央可鍛工業,76
1973,長野銀行,67
1974,太洋物産,58
1975,日本電技,81
1976,ＭＵＴＯＨホールディングス,35
1977,指月電機製作所,65
1978,アツギ,26
1979,アドアーズ,48
1980,日本プライムリアルティ投資法人　投資証券,61
1981,Ｕ－ＮＥＸＴ,1
1982,アイネット,34
1983,エスクリ,132
1984,ヤマノホールディングス,47
1985,第一稀元素化学工業,70
1986,ＰＡＬＴＥＫ,1
1987,東陽倉庫,50
1988,スーパー大栄,66
1989,レオン自動機,101
1990,寿スピリッツ,95
1991,だいこう証券ビジネス,78
1992,クリーク・アンド・リバー社,80
1993,セコム上信越,62
1994,オリバー,82
1995,Ｅ・Ｊホールディングス,41
1996,丸栄,65
1997,アジア航測,100
1998,ラサ工業,98
1999,ながの東急百貨店,75
2000,神戸電鉄,62
2001,日本インター,72
2002,アニコム　ホールディングス,65
2003,巴コーポレーション,85
2004,日精エー・エス・ビー機械,72
2005,鳥越製粉,56
2006,ムトー精工,48
2007,コンテック,138
2008,星和電機,65
2009,さくらケーシーエス,93
2010,寺岡製作所,76
2011,トーソー,40
2012,テノックス,62
2013,ミロク情報サービス,73
2014,鈴木,83
2015,前澤化成工業,67
2016,川西倉庫,92
2017,日本基礎技術,87
2018,萩原工業,88
2019,イムラ封筒,50
2020,マルサンアイ,56
2021,大光銀行,63
2022,ツツミ,40
2023,藤久,66
2024,三社電機製作所,75
2025,近畿車輛,100
2026,帝国電機製作所,68
2027,西菱電機,72
2028,萬世電機,70
2029,岩塚製菓,97
2030,ヤマトインターナショナル,54
2031,エーアイテイー,44
2032,共成レンテム,53
2033,コーセル,137
2034,大同信号,51
2035,エイジス,27
2036,戸上電機製作所,70
2037,ダイオーズ,42
2038,コックス,152
2039,日本ピラー工業,77
2040,ベネフィット・ワン,26
2041,さが美,33
2042,情報技術開発,62
2043,富士精工,61
2044,フルヤ金属,90
2045,ハイパー,70
2046,那須電機鉄工,88
2047,フリービット,63
2048,テクノホライゾン・ホールディングス,64
2049,ＫＬａｂ,12
2050,ロンシール工業,88
2051,ソフト９９コーポレーション,72
2052,理研計器,111
2053,テラプローブ,105
2054,図研,100
2055,北越メタル,92
2056,ハナテン,27
2057,ＴＯＷＡ,1
2058,トミタ,20
2059,ユタカフーズ,50
2060,マミヤ・オーピー,52
2061,ヨータイ,20
2062,プロネクサス,88
2063,空港施設,105
2064,ヨシコン,77
2065,三京化成,90
2066,ホットマン,44
2067,オーテック,72
2068,スリーエフ,68
2069,ＦＣＭ,1
2070,菊水化学工業,79
2071,西芝電機,75
2072,アマナ,20
2073,ノザワ,16
2074,クルーズ,150
2075,ケンコーコム,120
2076,トラスト・テック,83
2077,中外鉱業,61
2078,イートアンド,40
2079,ソレキア,132
2080,新潟交通,53
2081,小林産業,61
2082,ヤマウ,10
2083,日特エンジニアリング,78
2084,神島化学工業,81
2085,ヤマウラ,57
2086,本州化学工業,83
2087,日本セラミック,88
2088,ビーアールホールディングス,86
2089,ユニオンツール,55
2090,平和紙業,35
2091,大成ラミック,87
2092,トマト銀行,68
2093,テーオーシー,60
2094,いちよし証券,63
2095,ジェーソン,30
2096,岩井コスモホールディングス,67
2097,ストリーム,56
2098,ティアック,62
2099,日本証券金融,85
2100,丸三証券,95
2101,新潟放送,32
2102,ナガホリ,62
2103,盟和産業,30
2104,東京窯業,65
2105,レシップホールディングス,77
2106,大阪工機,97
2107,フルキャストホールディングス,68
2108,虹技,25
2109,アルプス技研,90
2110,シンニッタン,60
2111,芝浦電子,75
2112,ＳＦＰダイニング,26
2113,内外トランスライン,89
2114,名糖産業,40
2115,住石ホールディングス,52
2116,スバル興業,92
2117,ジオスター,26
2118,セントラル総合開発,71
2119,昭和パックス,93
2120,東洋テック,57
2121,オービックビジネスコンサルタント,73
2122,ＪＣＵ,1
2123,田岡化学工業,83
2124,新京成電鉄,68
2125,リゾートソリューション,94
2126,日本フェンオール,85
2127,ゴールドクレスト,85
2128,松風,70
2129,チノー,26
2130,日本化学産業,84
2131,エン・ジャパン,70
2132,エスイー,27
2133,フェイス,22
2134,アヲハタ,7
2135,ＴＡＣ,1
2136,ディップ,32
2137,丸紅建材リース,74
2138,山陽百貨店,64
2139,早稲田アカデミー,51
2140,ＴＤＣソフトウェアエンジニアリング,42
2141,エスケーエレクトロニクス,70
2142,日本ライトン,103
2143,焼津水産化学工業,72
2144,トーア紡コーポレーション,82
2145,エムケー精工,83
2146,はせがわ,27
2147,かわでん,75
2148,バイク王＆カンパニー,72
2149,九州リースサービス,85
2150,エー・ピーカンパニー,91
2151,大東港運,44
2152,カーメイト,62
2153,ヒビノ,16
2154,南日本銀行,88
2155,新コスモス電機,102
2156,シュッピン,88
2157,大成,22
2158,銚子丸,61
2159,フジ日本精糖,56
2160,木村化工機,92
2161,ＴＡＳＡＫＩ,10
2162,鳥羽洋行,56
2163,プラザクリエイト,80
2164,ボーソー油脂,50
2165,東理ホールディングス,80
2166,コア,115
2167,片倉コープアグリ,72
2168,エノモト,30
2169,ブロードリーフ,112
2170,ナカヨ,66
2171,インフォメーション・ディベロプメント,50
2172,日本エスコン,100
2173,技研製作所,92
2174,アスカ,76
2175,高千穂交易,81
2176,東洋シヤッター,37
2177,カンロ,183
2178,リソー教育,86
2179,明光ネットワークジャパン,64
2180,リオン,93
2181,ディーエムエス,27
2182,シード,53
2183,筑邦銀行,97
2184,広栄化学工業,80
2185,ダイショー,48
2186,鳥貴族,116
2187,川崎化成工業,72
2188,シャルレ,160
2189,Ｂ－Ｒ　サーティワン　アイスクリーム,51
2190,東北特殊鋼,88
2191,兼房,82
2192,常磐開発,61
2193,タカショー,72
2194,燦ホールディングス,60
2195,テクマトリックス,87
2196,タカノ,76
2197,ケア２１,57
2198,ビジネスブレイン太田昭和,72
2199,インターライフホールディングス,75
2200,福島銀行,93
2201,ビットアイル,65
2202,東京ソワール,76
2203,日本ビューホテル,84
2204,ジーエルサイエンス,55
2205,エリアリンク,111
2206,正興電機製作所,68
2207,初穂商事,40
2208,ジェイコムホールディングス,66
2209,オイシックス,71
2210,伊勢化学工業,86
2211,高松機械工業,75
2212,トラスト,65
2213,ネクスト,57
2214,ハリマビステム,52
2215,大和自動車交通,54
2216,ＪＰホールディングス,46
2217,大石産業,43
2218,ムロコーポレーション,88
2219,新日本科学,107
2220,サンコーテクノ,98
2221,サンリツ,77
2222,電業社機械製作所,76
2223,ヒラキ,166
2224,東京都競馬,90
